id,E,DeltaE,group_id,is_outlier,energy_bucket
63,-1546.951625,10.257835000000114,12,0,high
630,-1544.933098,12.276362000000065,580,0,high
631,-1551.418183,5.791277000000036,581,0,mid
632,-1551.605064,5.604395999999952,582,0,mid
633,-1552.294435,4.915025000000014,583,0,mid
634,-1552.294437,4.915023000000019,584,0,mid
635,-1538.870624,18.33883600000013,585,1,high
636,-1549.316974,7.892485999999963,586,0,high
637,-1555.686437,1.5230229999999665,587,0,low
638,-1555.922577,1.286882999999989,588,0,low
639,-1555.676483,1.5329770000000735,589,0,low
64,-1550.126944,7.082515999999941,590,0,mid
640,-1549.316976,7.892483999999968,591,0,high
641,-1553.475963,3.733496999999943,592,0,low
642,-1552.752956,4.456503999999995,593,0,mid
643,-1552.9708,4.238659999999982,594,0,mid
644,-1553.415608,3.7938520000000153,595,0,low
645,-1553.844201,3.365258999999924,596,0,low
646,-1552.63572,4.573740000000043,597,0,mid
647,-1552.882456,4.327003999999988,598,0,mid
648,-1552.022128,5.187331999999969,599,0,mid
649,-1552.044407,5.165052999999944,600,0,mid
65,-1546.95163,10.257830000000013,12,0,high
650,-1548.205568,9.00389199999995,601,0,high
651,-1551.163853,6.045607000000018,602,0,mid
652,-1550.251653,6.9578070000000025,603,0,mid
653,-1551.389033,5.820427000000109,604,0,mid
654,-1552.778519,4.430941000000075,605,0,mid
655,-1551.558326,5.651133999999956,606,0,mid
656,-1551.547105,5.662354999999934,607,0,mid
657,-1552.099703,5.109756999999945,608,0,mid
658,-1553.215698,3.9937620000000607,609,0,low
659,-1552.324414,4.885046000000102,610,0,mid
66,-1550.241701,6.967759000000115,611,0,mid
660,-1554.182184,3.027276000000029,612,0,low
661,-1551.606078,5.6033820000000105,613,0,mid
662,-1553.844198,3.3652620000000297,614,0,low
663,-1552.234793,4.974666999999954,615,0,mid
664,-1552.621306,4.588154000000031,616,0,mid
665,-1553.471863,3.7375970000000502,617,0,low
666,-1551.731636,5.477824000000055,618,0,mid
667,-1552.51333,4.696130000000039,619,0,mid
668,-1552.37017,4.839290000000119,620,0,mid
669,-1553.109806,4.0996540000001005,621,0,mid
67,-1542.676778,14.532682000000024,622,0,high
670,-1552.308032,4.901428000000124,623,0,mid
671,-1551.897453,5.312006999999994,624,0,mid
672,-1552.177724,5.031736000000137,625,0,mid
673,-1552.777499,4.431961000000001,626,0,mid
674,-1551.344422,5.8650380000001405,627,0,mid
675,-1551.355813,5.853647000000137,628,0,mid
676,-1550.101748,7.107711999999992,629,0,mid
677,-1550.245202,6.9642579999999725,630,0,mid
678,-1554.181389,3.0280709999999544,631,0,low
679,-1552.666983,4.542476999999963,632,0,mid
68,-1547.669236,9.54022400000008,633,0,high
680,-1553.788298,3.421162000000095,634,0,low
681,-1553.899189,3.310271000000057,635,0,low
682,-1550.464354,6.745106000000078,636,0,mid
683,-1551.499398,5.710062000000107,637,0,mid
684,-1551.89933,5.310130000000072,638,0,mid
685,-1551.566523,5.6429370000000745,639,0,mid
686,-1555.144979,2.0644810000001144,640,0,low
687,-1553.497374,3.7120859999999993,641,0,low
688,-1554.73131,2.478150000000141,642,0,low
689,-1554.230801,2.978659000000107,643,0,low
69,-1551.171414,6.038046000000122,644,0,mid
690,-1555.519593,1.6898670000000493,645,0,low
691,-1550.336562,6.872898000000077,646,0,mid
692,-1554.687024,2.5224359999999706,647,0,low
693,-1553.985349,3.224110999999993,648,0,low
694,-1552.832429,4.377030999999988,649,0,mid
695,-1550.306855,6.902604999999994,650,0,mid
696,-1553.758535,3.450925000000097,651,0,low
697,-1551.85119,5.358269999999948,652,0,mid
698,-1551.406809,5.802650999999969,653,0,mid
699,-1550.551727,6.657733000000008,654,0,mid
7,-1554.235126,2.974333999999999,655,0,low
70,-1551.174891,6.034569000000147,656,0,mid
700,-1553.479507,3.729953000000023,657,0,low
701,-1553.442527,3.766933000000108,658,0,low
702,-1552.112417,5.097042999999985,659,0,mid
703,-1552.735003,4.474457000000029,660,0,mid
704,-1552.797933,4.411526999999978,661,0,mid
705,-1553.88473,3.324730000000045,662,0,low
706,-1555.569022,1.640438000000131,663,0,low
707,-1554.357546,2.851914000000079,664,0,low
708,-1554.514285,2.695175000000063,665,0,low
709,-1555.114359,2.0951010000001133,666,0,low
71,-1547.718672,9.490788000000066,667,0,high
710,-1553.719385,3.490074999999933,668,0,low
711,-1551.003084,6.206376000000091,669,0,mid
712,-1551.950672,5.258788000000095,670,0,mid
713,-1553.830173,3.3792869999999766,671,0,low
714,-1552.155126,5.054333999999926,672,0,mid
715,-1553.448611,3.760849000000008,673,0,low
716,-1551.364619,5.844841000000088,674,0,mid
717,-1550.456529,6.75293099999999,675,0,mid
718,-1553.899607,3.3098529999999755,676,0,low
719,-1555.181779,2.0276810000000296,677,0,low
72,-1552.638205,4.571255000000065,678,0,mid
720,-1553.477833,3.731627000000117,679,0,low
721,-1554.468774,2.740686000000096,680,0,low
722,-1555.433279,1.7761809999999514,681,0,low
723,-1553.683823,3.5256369999999606,682,0,low
724,-1552.559464,4.649996000000101,683,0,mid
725,-1551.657535,5.551924999999983,684,0,mid
726,-1553.169269,4.04019100000005,685,0,mid
727,-1555.309712,1.899748000000045,686,0,low
728,-1552.903865,4.305595000000039,687,0,mid
729,-1555.438576,1.7708840000000237,688,0,low
73,-1552.645581,4.563879000000043,689,0,mid
730,-1554.089651,3.119809000000032,690,0,low
731,-1554.685882,2.523578000000043,691,0,low
732,-1555.23295,1.976509999999962,692,0,low
733,-1554.18361,3.0258499999999917,693,0,low
734,-1552.52874,4.680720000000065,694,0,mid
735,-1555.485703,1.7237569999999778,695,0,low
736,-1552.69284,4.516620000000103,696,0,mid
737,-1553.843969,3.36549100000002,697,0,low
738,-1549.754092,7.455368000000135,698,0,high
739,-1552.661507,4.547953000000007,699,0,mid
74,-1549.217736,7.991723999999976,700,0,high
740,-1550.421039,6.788420999999971,701,0,mid
741,-1550.607391,6.602069000000029,702,0,mid
742,-1549.649734,7.559725999999955,703,0,high
743,-1553.285688,3.923772000000099,704,0,low
744,-1548.210784,8.998675999999932,705,0,high
745,-1548.210815,8.998645000000124,706,0,high
746,-1548.210809,8.998651000000109,707,0,high
747,-1550.924357,6.285102999999936,708,0,mid
748,-1549.455719,7.753740999999991,709,0,high
749,-1549.455723,7.753737000000001,710,0,high
75,-1552.645517,4.563943000000108,711,0,mid
750,-1550.651153,6.558307000000013,712,0,mid
751,-1551.464725,5.744734999999992,713,0,mid
752,-1551.113167,6.09629300000006,714,0,mid
753,-1552.680513,4.5289470000000165,715,0,mid
754,-1552.645556,4.563904000000093,716,0,mid
755,-1553.379199,3.830261000000064,717,0,low
756,-1551.620104,5.5893559999999525,718,0,mid
757,-1544.632853,12.576606999999967,719,0,high
758,-1550.030158,7.179302000000007,720,0,mid
759,-1554.689836,2.5196240000000216,721,0,low
76,-1547.718682,9.490778000000091,722,0,high
760,-1553.639651,3.569809000000077,723,0,low
761,-1553.63631,3.573149999999941,13,0,low
762,-1550.489205,6.720254999999952,724,0,mid
763,-1546.391135,10.81832499999996,725,0,high
764,-1547.928309,9.281151000000136,726,0,high
765,-1549.014071,8.195388999999977,727,0,high
766,-1550.7013,6.508160000000089,728,0,mid
767,-1554.229044,2.9804160000001048,729,0,low
768,-1552.277642,4.931818000000021,730,0,mid
769,-1551.035295,6.17416500000013,731,0,mid
77,-1549.852565,7.356895000000122,732,0,high
770,-1553.644068,3.5653919999999744,733,0,low
771,-1552.169721,5.039739000000054,734,0,mid
772,-1551.936736,5.272723999999926,735,0,mid
773,-1552.69981,4.509649999999965,736,0,mid
774,-1555.706711,1.5027489999999943,737,0,low
775,-1553.403897,3.80556300000012,738,0,low
776,-1550.477906,6.73155399999996,739,0,mid
777,-1555.557674,1.6517860000001292,740,0,low
778,-1552.705406,4.5040539999999964,741,0,mid
779,-1553.263822,3.945638000000145,742,0,low
78,-1530.908363,26.301097000000027,743,1,high
780,-1552.18403,5.025430000000142,744,0,mid
781,-1553.463381,3.746079000000009,745,0,low
782,-1554.331682,2.877778000000035,746,0,low
783,-1549.638286,7.571173999999928,747,0,high
784,-1547.858327,9.351133000000118,748,0,high
785,-1553.275921,3.93353900000011,749,0,low
786,-1553.28887,3.9205899999999474,750,0,low
787,-1554.206192,3.0032679999999345,751,0,low
788,-1547.417307,9.792153000000098,752,0,high
789,-1553.543247,3.66621299999997,753,0,low
79,-1553.021399,4.1880610000000615,754,0,mid
790,-1547.473149,9.736311000000114,755,0,high
791,-1547.838286,9.37117400000011,756,0,high
792,-1554.920954,2.2885060000000976,757,0,low
793,-1550.311942,6.897517999999991,758,0,mid
794,-1550.68632,6.523140000000012,759,0,mid
795,-1553.387938,3.821521999999959,760,0,low
796,-1554.683879,2.525581000000102,761,0,low
797,-1552.55817,4.651290000000017,762,0,mid
798,-1552.565967,4.643493000000035,763,0,mid
799,-1552.836919,4.372540999999956,764,0,mid
8,-1548.082634,9.126825999999935,765,0,high
80,-1553.018636,4.1908240000000205,766,0,mid
800,-1546.842247,10.367212999999992,767,0,high
801,-1549.888542,7.32091800000012,768,0,high
802,-1550.5688,6.640660000000025,769,0,mid
803,-1551.917181,5.292279000000008,770,0,mid
804,-1556.299794,0.9096660000000156,771,0,low
805,-1552.908974,4.300486000000092,772,0,mid
806,-1553.880133,3.3293270000001485,773,0,low
807,-1553.521083,3.688376999999946,774,0,low
808,-1544.872021,12.337439000000131,775,0,high
809,-1545.009153,12.200307000000066,776,0,high
81,-1550.555006,6.654453999999987,777,0,mid
810,-1544.889731,12.319729000000052,778,0,high
811,-1545.009159,12.20030100000008,14,0,high
812,-1544.881795,12.327665000000025,15,0,high
813,-1553.104733,4.104727000000139,779,0,mid
814,-1553.104766,4.104694000000109,780,0,mid
815,-1555.3829,1.826559999999972,781,0,low
816,-1555.4697,1.739759999999933,782,0,low
817,-1555.676479,1.5329810000000634,783,0,low
818,-1555.373209,1.8362509999999477,784,0,low
819,-1555.694358,1.51510200000007,785,0,low
82,-1543.403592,13.805868000000146,786,0,high
820,-1553.490919,3.7185409999999592,787,0,low
821,-1555.676459,1.533001000000013,788,0,low
822,-1551.706449,5.503011000000015,789,0,mid
823,-1551.670191,5.539269000000104,790,0,mid
824,-1553.156732,4.052728000000116,791,0,mid
825,-1555.915113,1.294347000000016,792,0,low
826,-1550.52539,6.68407000000002,793,0,mid
827,-1550.525383,6.684077000000116,794,0,mid
828,-1551.051315,6.158145000000104,795,0,mid
829,-1550.525388,6.684072000000015,796,0,mid
83,-1543.403591,13.80586900000003,797,0,high
830,-1551.918312,5.291148000000021,798,0,mid
831,-1555.167578,2.041881999999987,799,0,low
832,-1549.369223,7.840237000000116,800,0,high
833,-1554.654768,2.554691999999932,801,0,low
834,-1551.739284,5.470176000000038,802,0,mid
835,-1549.752334,7.457126000000017,803,0,high
836,-1551.739287,5.470172999999932,804,0,mid
837,-1552.301842,4.907617999999957,805,0,mid
838,-1548.156925,9.052535000000034,806,0,high
839,-1553.738382,3.471078000000034,807,0,low
84,-1549.369602,7.839858000000049,808,0,high
840,-1552.781831,4.4276290000000245,809,0,mid
841,-1549.528714,7.680745999999999,810,0,high
842,-1552.273042,4.936418000000003,811,0,mid
843,-1552.273041,4.9364190000001145,812,0,mid
844,-1553.324241,3.8852190000000064,813,0,low
845,-1552.316722,4.8927380000000085,814,0,mid
846,-1553.343248,3.866212000000132,815,0,low
847,-1554.665117,2.5443430000000262,816,0,low
848,-1554.058158,3.151301999999987,817,0,low
849,-1554.97959,2.229870000000119,818,0,low
85,-1549.369581,7.83987900000011,819,0,high
850,-1552.873748,4.335712000000058,820,0,mid
851,-1551.179612,6.029848000000129,821,0,mid
852,-1552.596598,4.61286199999995,822,0,mid
853,-1551.956153,5.25330699999995,823,0,mid
854,-1553.238322,3.97113800000011,824,0,low
855,-1545.009155,12.200305000000071,14,0,high
856,-1545.009163,12.200297000000091,14,0,high
857,-1545.009171,12.200289000000112,14,0,high
858,-1553.636311,3.5731490000000576,16,0,low
859,-1544.800755,12.408705000000054,17,0,high
86,-1551.956607,5.252852999999959,825,0,mid
860,-1553.647827,3.561633000000029,826,0,low
861,-1544.881796,12.32766400000014,15,0,high
862,-1544.872016,12.337444000000003,827,0,high
863,-1544.881795,12.327665000000025,15,0,high
864,-1544.881795,12.327665000000025,15,0,high
865,-1553.636314,3.5731459999999515,13,0,low
866,-1545.254021,11.95543900000007,828,0,high
867,-1555.239135,1.9703250000000023,829,0,low
868,-1544.800755,12.408705000000054,17,0,high
869,-1553.636297,3.5731630000000223,16,0,low
87,-1549.369596,7.839864000000034,830,0,high
870,-1553.998235,3.211225000000013,831,0,low
871,-1553.735471,3.473989000000074,832,0,low
872,-1553.599614,3.609846000000061,833,0,low
873,-1553.846892,3.36256800000001,834,0,low
874,-1552.114348,5.095111999999972,835,0,mid
875,-1552.747926,4.461534000000029,836,0,mid
876,-1553.182352,4.027107999999998,837,0,low
877,-1553.030095,4.179364999999962,838,0,mid
878,-1551.869888,5.339572000000089,839,0,mid
879,-1552.043035,5.1664250000001175,840,0,mid
88,-1549.233864,7.975595999999996,841,0,high
880,-1552.715048,4.494412000000011,842,0,mid
881,-1552.331671,4.877789000000121,843,0,mid
882,-1552.063497,5.145962999999938,844,0,mid
883,-1553.468841,3.740618999999924,845,0,low
884,-1553.494883,3.714576999999963,846,0,low
885,-1553.0026,4.206860000000006,847,0,mid
886,-1553.69394,3.515519999999924,848,0,low
887,-1552.954069,4.255391000000145,849,0,mid
888,-1555.592856,1.616604000000052,850,0,low
889,-1554.540749,2.6687110000000303,851,0,low
89,-1545.073652,12.135807999999995,18,0,high
890,-1554.389354,2.8201060000001235,852,0,low
891,-1554.834936,2.374524000000065,853,0,low
892,-1553.621115,3.5883450000001176,854,0,low
893,-1552.314965,4.894495000000006,855,0,mid
894,-1554.551221,2.658239000000094,856,0,low
895,-1553.893351,3.316109000000097,857,0,low
896,-1553.540372,3.6690880000001016,858,0,low
897,-1552.553079,4.65638100000001,859,0,mid
898,-1555.581085,1.6283750000000057,860,0,low
899,-1544.889708,12.319752000000108,861,0,high
9,-1554.810396,2.399063999999953,862,0,low
90,-1545.073653,12.135807000000112,18,0,high
900,-1555.26791,1.9415500000000063,863,0,low
901,-1552.016813,5.192647000000079,864,0,mid
902,-1551.418171,5.791289000000006,865,0,mid
903,-1546.375287,10.834172999999964,866,0,high
904,-1551.949162,5.260298000000148,867,0,mid
905,-1550.296365,6.913095000000112,868,0,mid
906,-1549.364491,7.844968999999992,869,0,high
907,-1544.788171,12.421289000000115,870,0,high
908,-1538.497324,18.7121360000001,871,1,high
909,-1551.470058,5.739401999999927,872,0,mid
91,-1545.073652,12.135807999999995,18,0,high
910,-1551.456814,5.752646000000141,873,0,mid
911,-1551.568282,5.641178000000082,874,0,mid
912,-1550.586783,6.622677000000067,875,0,mid
913,-1544.911398,12.298062000000073,876,0,high
914,-1553.139074,4.070386000000099,877,0,mid
915,-1553.44653,3.7629300000000967,878,0,low
916,-1550.485821,6.723639000000048,879,0,mid
917,-1550.201741,7.007718999999952,880,0,mid
918,-1555.942374,1.267086000000063,0,0,low
919,-1555.881308,1.3281520000000455,881,0,low
92,-1545.073653,12.135807000000112,18,0,high
920,-1550.703443,6.506016999999929,882,0,mid
921,-1552.126797,5.082663000000139,883,0,mid
922,-1553.33042,3.879040000000032,884,0,low
923,-1549.705642,7.5038180000001375,885,0,high
924,-1552.400677,4.8087829999999485,886,0,mid
925,-1552.853189,4.356271000000106,887,0,mid
926,-1552.853188,4.35627199999999,888,0,mid
927,-1550.796882,6.41257799999994,889,0,mid
928,-1555.172182,2.037278000000015,890,0,low
929,-1552.90619,4.303270000000111,891,0,mid
93,-1553.349893,3.85956699999997,892,0,low
930,-1555.330285,1.879175000000032,893,0,low
931,-1555.433278,1.7761820000000623,894,0,low
932,-1551.217809,5.991651000000047,895,0,mid
933,-1555.66793,1.541529999999966,896,0,low
934,-1555.942374,1.267086000000063,0,0,low
935,-1553.964507,3.244953000000123,897,0,low
936,-1555.915122,1.2943379999999252,898,0,low
937,-1545.197863,12.011596999999938,899,0,high
938,-1547.175028,10.034431999999924,900,0,high
939,-1552.819534,4.38992600000006,901,0,mid
94,-1552.465157,4.744302999999945,902,0,mid
940,-1554.604487,2.6049729999999727,903,0,low
941,-1555.674608,1.5348520000000008,904,0,low
942,-1550.003267,7.206192999999985,905,0,mid
943,-1553.987536,3.2219239999999445,906,0,low
944,-1554.635058,2.574401999999964,907,0,low
945,-1554.096016,3.1134440000000723,908,0,low
946,-1553.632494,3.576966000000084,909,0,low
947,-1555.845086,1.364373999999998,910,0,low
948,-1554.917773,2.291687000000138,911,0,low
949,-1554.173172,3.036288000000013,912,0,low
95,-1553.335312,3.8741480000001047,913,0,low
950,-1555.845105,1.3643549999999325,914,0,low
951,-1552.132459,5.077001000000109,915,0,mid
952,-1555.942376,1.267084000000068,916,0,low
953,-1553.124264,4.085195999999996,917,0,mid
954,-1554.545393,2.664066999999932,918,0,low
955,-1549.960485,7.248974999999973,919,0,mid
956,-1555.674641,1.5348189999999704,920,0,low
957,-1555.674592,1.5348679999999604,921,0,low
958,-1555.942367,1.2670929999999316,922,0,low
959,-1555.942366,1.2670940000000428,923,0,low
96,-1546.665503,10.543957000000091,924,0,high
960,-1555.67464,1.5348200000000816,925,0,low
961,-1555.249173,1.960287000000108,926,0,low
962,-1545.768121,11.44133899999997,927,0,high
963,-1545.768122,11.441338000000089,928,0,high
964,-1552.730042,4.479418000000123,929,0,mid
965,-1547.922771,9.286689000000024,930,0,high
966,-1548.668299,8.541161000000102,931,0,high
967,-1547.197536,10.011924000000135,932,0,high
968,-1554.378923,2.8305370000000494,933,0,low
969,-1550.25018,6.959280000000035,934,0,mid
97,-1552.886527,4.322933000000148,935,0,mid
970,-1551.885548,5.323912000000064,936,0,mid
971,-1554.378931,2.8305290000000696,937,0,low
972,-1552.207218,5.002242000000024,938,0,mid
973,-1547.197534,10.01192600000013,939,0,high
974,-1546.780996,10.428464000000076,940,0,high
975,-1545.550012,11.659448000000111,941,0,high
976,-1546.781003,10.42845699999998,942,0,high
977,-1550.541267,6.668192999999974,943,0,mid
978,-1552.904167,4.30529300000012,944,0,mid
979,-1551.68254,5.526920000000018,945,0,mid
98,-1553.335317,3.874143000000004,946,0,low
980,-1553.759792,3.449667999999974,947,0,low
981,-1552.649272,4.5601879999999255,948,0,mid
982,-1552.831156,4.378304000000071,949,0,mid
983,-1553.339987,3.869472999999971,950,0,low
984,-1552.800208,4.409251999999924,951,0,mid
985,-1554.812138,2.397322000000031,952,0,low
986,-1552.882114,4.327346000000034,953,0,mid
987,-1553.639654,3.5698059999999714,954,0,low
988,-1555.482031,1.7274290000000292,955,0,low
989,-1545.179557,12.029903000000104,956,0,high
99,-1546.665516,10.54394400000001,957,0,high
990,-1549.148376,8.061083999999937,958,0,high
991,-1549.998946,7.210514000000103,959,0,mid
992,-1549.54879,7.660669999999982,960,0,high
993,-1552.718875,4.49058500000001,961,0,mid
994,-1552.440062,4.7693980000001375,962,0,mid
995,-1550.631924,6.577536000000009,963,0,mid
996,-1549.48106,7.728399999999965,964,0,high
997,-1552.75686,4.452600000000075,965,0,mid
998,-1553.703898,3.5055620000000545,966,0,low
999,-1553.358472,3.850988000000143,967,0,low
